instance,hvns,dabc,acols.lowEva,ils.neh,dabc.tuned,hvns.tuned
f2total-150-m2const-bufcount-big-3-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-150-m2const-bufcount-big-3-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-150-m2const-bufcount-big-3-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-150-m2const-bufcount-mid-3-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-150-m2const-bufcount-mid-3-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-150-m2const-bufcount-mid-3-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-150-m2const-bufcount-small-3-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-150-m2const-bufcount-small-3-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-150-m2const-bufcount-small-3-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-150-m2const-bufm1-big-170-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-150-m2const-bufm1-big-174-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-150-m2const-bufm1-big-179-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
